,positive_mean,positive_std,positive_min,positive_max,negative_mean,negative_std,negative_min,negative_max,ks_statistic,p_value
density,20.734164510210785,1.170185414340542,19.142110762800417,24.02709211318483,15.885720995121059,3.6584966990272387,8.511764705882353,19.794302626711062,0.7822822822822822,7.049363291368069e-08
eigenvalue_ratio,0.22483406898941985,0.13646909030645363,0.03751372247874349,0.7211241170204954,0.08261316221679281,0.1307919498428793,0.0035218465964783675,0.5318890886307729,0.6396396396396397,3.891349190843064e-05
normal_consistency,0.5874450807351184,0.06077736577165787,0.5189390896083491,0.7953969544312107,0.7756529072321405,0.13179536056046162,0.5386943271543704,0.9874428977774148,0.6951951951951952,4.594830279655877e-06
ground_contact_ratio,0.03499316250379878,0.039057347652769143,0.000944733112895607,0.19337016574585636,0.03505382530764718,0.09800807048440925,0.0003484840941902723,0.42105263157894735,0.42492492492492495,0.017682706710373978
volume,2.59820218918919,2.4205193986676994,0.4609439999998902,9.622799999999579,70.89622050000008,124.19760064454928,0.010080000000001692,446.7605400000029,0.6201201201201201,5.101327990846117e-05
height_width_ratio,0.570004678671189,0.1734413856631316,0.2614379084967218,1.050000000000019,0.9798339850493656,0.577161745180346,0.3789954337899734,2.40236686390533,0.53003003003003,0.0013617201025961402
cluster_count,2.081081081081081,1.6051718215121324,1.0,9.0,42.27777777777778,71.57867375096939,1.0,283.0,0.5840840840840841,0.0002579608915126208
