,positive_mean,positive_std,positive_min,positive_max,negative_mean,negative_std,negative_min,negative_max,ks_statistic,p_value
density,71.35877550862031,40.14243242590754,24.888317564788153,186.4379988406831,55.44922786938488,27.89448425877804,3.51482254697286,127.52892915745167,0.39615384615384613,0.04063753175832819
eigenvalue_ratio,0.11399023862061317,0.04940743023760959,0.0477509464716412,0.23580104610075867,0.07181895681292556,0.0758899456484045,0.0014160638884741325,0.22738388345282168,0.5653846153846154,0.0007040757070843306
normal_consistency,0.5128752132027958,0.026584826742420853,0.46682226158232687,0.5557523825048893,0.5349250014250655,0.032349107309846,0.4914187939662752,0.6144606803671403,0.36153846153846153,0.07804900638476714
ground_contact_ratio,0.10954475401494793,0.12377239070506581,0.00030851501439736734,0.4036792780284623,0.11894892272771956,0.24480965353091144,1.7931108680449712e-05,0.9077526987242395,0.35384615384615387,0.08875954735827206
volume,5.550852901345392,12.339702930731669,0.22405801149894727,55.905183244070884,35.55908268011002,61.757886649601765,0.06447720584390243,230.41574373332296,0.45,0.0132272308535466
height,1.3733599999999797,1.8436909426473884,0.3730000000000473,8.730000000000018,3.572780769230751,4.097406634057159,0.09559999999987667,13.980199999999968,0.46923076923076923,0.008678705912893058
height_width_ratio,0.718764863711906,0.5124930460978437,0.3807371164492019,2.534696010664621,1.2146252074093475,1.1499611578661284,0.08751373123200955,4.7820545781022075,0.3346153846153846,0.12285195319133492
cluster_count,4.65,10.965376130539733,1.0,51.0,16.692307692307693,45.819444982032884,1.0,236.0,0.38846153846153847,0.04738317843238678
